asset_id,runtime_path,runtime_sha256,base_object,base_source_member,base_alias_count,manifest_source,manifest_license_status,manifest_source_status,runtime_key,declared_consumer,declared_consumer_resolution,consumer_binding_kind,consumer_evidence,promotion_id,promotion_validation_evidence,runtime_alias_group,runtime_alias_decision,crosswalk_decision,decision_note
ui.art21.shared.button.secondary.selected,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_button_secondary_selected.png,938EB5D5BFB323117E2A5242A76D3D8623A8DFEDF83C3AB6F4580C7189EEBF2C,sources/base/美术素材/blobs/93/938eb5d5bfb323117e2a5242a76d3d8623a8dfedf83c3ab6f4580c7189eebf2c.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_secondary_selected.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_secondary_selected.png,internal_generated,art21_generated_contract_component,art21.shared.button.secondary.selected,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:22[asset_id=ui.art21.shared.button.secondary.selected],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.tab.normal,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_tab_normal.png,63B06815092A6E22CDD18BF4345564CA1307489E99FE03F26B996D55B39D62E1,sources/base/美术素材/blobs/63/63b06815092a6e22cdd18bf4345564ca1307489e99fe03f26b996d55b39d62e1.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_tab_normal.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_tab_normal.png,internal_generated,art21_generated_contract_component,art21.shared.tab.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:23[asset_id=ui.art21.shared.tab.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.tab.selected,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_tab_selected.png,3C5646B26309A545FF4293D90F7F9BA769656A2109F5EDBAFDE3D3572FEED398,sources/base/美术素材/blobs/3c/3c5646b26309a545ff4293d90f7f9ba769656a2109f5edbafde3d3572feed398.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_tab_selected.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_tab_selected.png,internal_generated,art21_generated_contract_component,art21.shared.tab.selected,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:24[asset_id=ui.art21.shared.tab.selected],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.panel.card.normal,Godot/GraytailGodot/assets/ui/art21/shared/panels/ui_art21_shared_panel_card_normal.png,C33FEE068756233724BD51CEBF346ACA3A5FA1C864A6946A695688D49109E93F,sources/base/美术素材/blobs/c3/c33fee068756233724bd51cebf346aca3a5fa1c864a6946a695688d49109e93f.png,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_card_normal.png,2,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_card_normal.png,internal_generated,art21_generated_contract_component,art21.shared.panel.card.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/result/result_panel.gd:17[asset_id=ui.art21.shared.panel.card.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.panel.modal.normal,Godot/GraytailGodot/assets/ui/art21/shared/panels/ui_art21_shared_panel_modal_normal.png,86FA60A043994FA7238FA03B0AC382525E0B6AA1F56979FFDC2D4DBA9A35D2A2,sources/base/美术素材/blobs/86/86fa60a043994fa7238fa03b0ac382525e0b6aa1f56979ffdc2d4dba9a35d2a2.png,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_modal_normal.png,2,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_modal_normal.png,internal_generated,art21_generated_contract_component,art21.shared.panel.modal.normal,InventoryPanel/GroundLootPanel/ResultPanel,InventoryPanel/GroundLootPanel/ResultPanel=>unresolved,dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:15[asset_id=ui.art21.shared.panel.modal.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.panel.page_frame.normal,Godot/GraytailGodot/assets/ui/art21/shared/panels/ui_art21_shared_panel_page_frame_normal.png,64073B659BA8CF680DEC32F7B820C55F48FCE05FD5CC856C86A00231880A0410,sources/base/美术素材/blobs/64/64073b659ba8cf680dec32f7b820c55f48fce05fd5cc856c86a00231880a0410.png,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_page_frame_normal.png,2,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_page_frame_normal.png,internal_generated,art21_generated_contract_component,art21.shared.panel.page_frame.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd:166[asset_id=ui.art21.shared.panel.page_frame.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.panel.slot.normal,Godot/GraytailGodot/assets/ui/art21/shared/panels/ui_art21_shared_panel_slot_normal.png,170A29FFFB0261C45FE8A8BEAC0FDEF33E8C771FCCBF20E3EE965C9AF25E5D33,sources/base/美术素材/blobs/17/170a29fffb0261c45fe8a8beac0fdef33e8c771fccbf20e3ee965c9af25e5d33.png,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_slot_normal.png,2,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_slot_normal.png,internal_generated,art21_generated_contract_component,art21.shared.panel.slot.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:13[asset_id=ui.art21.shared.panel.slot.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.panel.status_card.normal,Godot/GraytailGodot/assets/ui/art21/shared/panels/ui_art21_shared_panel_status_card_normal.png,B9B2116FE886825B9847C3A77CB902EB1D8BB62115F6E429321B646D3B687BA6,sources/base/美术素材/blobs/b9/b9b2116fe886825b9847c3a77cb902eb1d8bb62115f6e429321b646d3b687ba6.png,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_status_card_normal.png,2,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_status_card_normal.png,internal_generated,art21_generated_contract_component,art21.shared.panel.status_card.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:14[asset_id=ui.art21.shared.panel.status_card.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.panel.tooltip.normal,Godot/GraytailGodot/assets/ui/art21/shared/panels/ui_art21_shared_panel_tooltip_normal.png,E58A57AD7B7D8652061DA3AAE8FBEC292A31E31E122B758A056D258955976198,sources/base/美术素材/blobs/e5/e58a57ad7b7d8652061da3aae8fbec292a31e31e122b758a056d258955976198.png,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_tooltip_normal.png,2,sources/art/ART-21/03_cut_output/shared/panels/ui_art21_shared_panel_tooltip_normal.png,internal_generated,art21_generated_contract_component,art21.shared.panel.tooltip.normal,RunSurface,RunSurface=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:16[asset_id=ui.art21.shared.panel.tooltip.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21r2.main_menu.board_header,Godot/GraytailGodot/assets/ui/art21r2/main_menu/ui_art21r2_main_menu_board_header.png,B4C537FB815F1E830943BC4DA8A0D253D019B7FA1FEA8CB5ADBBFCCC00455AD9,sources/base/美术素材/blobs/b4/b4c537fb815f1e830943bc4da8a0d253d019b7fa1fea8cb5adbbfccc00455ad9.png,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_board_header.png,1,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_board_header.png,internal_staged,art21r2_draw_cut_ready,art21r2.main_menu.board_header,scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:61[asset_id=ui.art21r2.main_menu.board_header],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.main_menu.entry_plank.deploy,Godot/GraytailGodot/assets/ui/art21r2/main_menu/ui_art21r2_main_menu_entry_plank_deploy.png,6BD9BF0335108E8216F31AFF4E62EC126CAE9CD38ABD5BF76936A9DF1EF9F437,sources/base/美术素材/blobs/6b/6bd9bf0335108e8216f31aff4e62ec126cae9cd38abd5bf76936a9df1ef9f437.png,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_deploy.png,1,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_deploy.png,internal_staged,art21r2_draw_cut_ready,art21r2.main_menu.entry_plank.deploy,scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:62[asset_id=ui.art21r2.main_menu.entry_plank.deploy],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.main_menu.entry_plank.exit,Godot/GraytailGodot/assets/ui/art21r2/main_menu/ui_art21r2_main_menu_entry_plank_exit.png,F1A47C9750DA8E9907FC1C675D18D8E9D8BADB3B7B8741894111B46B3FA44B85,sources/base/美术素材/blobs/f1/f1a47c9750da8e9907fc1c675d18d8e9d8badb3b7b8741894111b46b3fa44b85.png,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_exit.png,1,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_exit.png,internal_staged,art21r2_draw_cut_ready,art21r2.main_menu.entry_plank.exit,scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:65[asset_id=ui.art21r2.main_menu.entry_plank.exit],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.main_menu.entry_plank.long_term,Godot/GraytailGodot/assets/ui/art21r2/main_menu/ui_art21r2_main_menu_entry_plank_long_term.png,DBF24F93A995705F2D8E31F48FCF63C0659EAC592B68AEB8DF31D5693D6AA478,sources/base/美术素材/blobs/db/dbf24f93a995705f2d8e31f48fcf63c0659eac592b68aeb8df31d5693d6aa478.png,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_long_term.png,1,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_long_term.png,internal_staged,art21r2_draw_cut_ready,art21r2.main_menu.entry_plank.long_term,scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:63[asset_id=ui.art21r2.main_menu.entry_plank.long_term],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.main_menu.entry_plank.settings,Godot/GraytailGodot/assets/ui/art21r2/main_menu/ui_art21r2_main_menu_entry_plank_settings.png,58834CB597C67AEE06F6AF1266A460B62C185B82C5352B51C9ED8CD9C676FC01,sources/base/美术素材/blobs/58/58834cb597c67aee06f6af1266a460b62c185b82c5352b51c9ed8cd9c676fc01.png,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_settings.png,1,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_entry_plank_settings.png,internal_staged,art21r2_draw_cut_ready,art21r2.main_menu.entry_plank.settings,scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:64[asset_id=ui.art21r2.main_menu.entry_plank.settings],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.main_menu.title_board,Godot/GraytailGodot/assets/ui/art21r2/main_menu/ui_art21r2_main_menu_title_board.png,8E1E02EDDF404ED01761E72CA2C340681196D9D6C17E2D9D22910B4B28FB6ED0,sources/base/美术素材/blobs/8e/8e1e02eddf404ed01761e72ca2c340681196d9d6c17e2d9d22910b4b28fb6ed0.png,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_title_board.png,1,sources/art/ART-21R2/03_cut_output/main_menu/ui_art21r2_main_menu_title_board.png,internal_staged,art21r2_draw_cut_ready,art21r2.main_menu.title_board,scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:60[asset_id=ui.art21r2.main_menu.title_board],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.map_overlay.marker.event,Godot/GraytailGodot/assets/ui/art21r2/map_overlay/ui_art21r2_map_overlay_marker_event.png,F99B3E48EB1D60F38557A913980701C1527CA38807668A86D9C09B021FBABE4A,sources/base/美术素材/blobs/f9/f99b3e48eb1d60f38557a913980701c1527ca38807668a86d9c09b021fbabe4a.png,sources/art/ART-21R2/03_cut_output/map_overlay/ui_art21r2_map_overlay_marker_event.png,1,sources/art/ART-21R2/03_cut_output/map_overlay/ui_art21r2_map_overlay_marker_event.png,internal_staged,art21r2_draw_cut_ready,art21r2.map_overlay.marker.event,scripts/ui/map_overlay/map_overlay_panel.gd,scripts/ui/map_overlay/map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:41[asset_id=ui.art21r2.map_overlay.marker.event],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.map_overlay.marker.flag,Godot/GraytailGodot/assets/ui/art21r2/map_overlay/ui_art21r2_map_overlay_marker_flag.png,4FAFB6A30BBED4E4D1F806E2F9C6F05A270B8D840F48ED8F8B84EB75E968057B,sources/base/美术素材/blobs/4f/4fafb6a30bbed4e4d1f806e2f9c6f05a270b8d840f48ed8f8b84eb75e968057b.png,sources/art/ART-21R2/03_cut_output/map_overlay/ui_art21r2_map_overlay_marker_flag.png,1,sources/art/ART-21R2/03_cut_output/map_overlay/ui_art21r2_map_overlay_marker_flag.png,internal_staged,art21r2_draw_cut_ready,art21r2.map_overlay.marker.flag,scripts/ui/map_overlay/map_overlay_panel.gd,scripts/ui/map_overlay/map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:42[asset_id=ui.art21r2.map_overlay.marker.flag],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.minimap.hud.chest,Godot/GraytailGodot/assets/ui/art21r2/minimap/ui_art21r2_minimap_hud_chest_32.png,4712A6FD12AE868698080FE6AFB8B76482906BA25ADAECD254B7F873397ACB1E,sources/base/美术素材/blobs/47/4712a6fd12ae868698080fe6afb8b76482906ba25adaecd254b7f873397acb1e.png,sources/draw/30_game_ready/icons/32/07_baoxiang_icon.png,2,sources/art/ART-21R2/03_cut_output/minimap_hud/ui_art21r2_minimap_hud_chest_32.png,internal_staged,art21r2_draw_cut_ready,art21r2.minimap.hud.chest,scripts/ui/minimap/minimap_panel.gd,scripts/ui/minimap/minimap_panel.gd=>Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:30[asset_id=ui.art21r2.minimap.hud.chest],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.minimap.hud.exit,Godot/GraytailGodot/assets/ui/art21r2/minimap/ui_art21r2_minimap_hud_exit_32.png,708E5BCEC3B3480BCF6C2DF1DBF553888DBE949FBCAF3FC3DAD880D92A3A8F65,sources/base/美术素材/blobs/70/708e5bcec3b3480bcf6c2df1dbf553888dbe949fbcaf3fc3dad880d92a3a8f65.png,sources/draw/30_game_ready/icons/32/09_chukou_icon.png,2,sources/art/ART-21R2/03_cut_output/minimap_hud/ui_art21r2_minimap_hud_exit_32.png,internal_staged,art21r2_draw_cut_ready,art21r2.minimap.hud.exit,scripts/ui/minimap/minimap_panel.gd,scripts/ui/minimap/minimap_panel.gd=>Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:27[asset_id=ui.art21r2.minimap.hud.exit],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.minimap.hud.explored,Godot/GraytailGodot/assets/ui/art21r2/minimap/ui_art21r2_minimap_hud_explored_32.png,DF82FB3405F589BD4CA3B6A9538AAB4272DCEB53A3F0477A334B2A43C0863F26,sources/base/美术素材/blobs/df/df82fb3405f589bd4ca3b6a9538aab4272dceb53a3f0477a334b2a43c0863f26.png,sources/draw/30_game_ready/icons/32/02_yitan_ge.png,2,sources/art/ART-21R2/03_cut_output/minimap_hud/ui_art21r2_minimap_hud_explored_32.png,internal_staged,art21r2_draw_cut_ready,art21r2.minimap.hud.explored,scripts/ui/minimap/minimap_panel.gd,scripts/ui/minimap/minimap_panel.gd=>Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:23[asset_id=ui.art21r2.minimap.hud.explored],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.minimap.hud.mine,Godot/GraytailGodot/assets/ui/art21r2/minimap/ui_art21r2_minimap_hud_mine_32.png,43F4EE7EDFF2AE34276C0780BB3D2AD8CB0CC83855F50F9B164D28C4F4AE5D2C,sources/base/美术素材/blobs/43/43f4ee7edff2ae34276c0780bb3d2ad8cb0cc83855f50f9b164d28c4f4ae5d2c.png,sources/draw/30_game_ready/icons/32/05_dici_xianjing_icon.png,2,sources/art/ART-21R2/03_cut_output/minimap_hud/ui_art21r2_minimap_hud_mine_32.png,internal_staged,art21r2_draw_cut_ready,art21r2.minimap.hud.mine,scripts/ui/minimap/minimap_panel.gd,scripts/ui/minimap/minimap_panel.gd=>Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:28[asset_id=ui.art21r2.minimap.hud.mine],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.minimap.hud.player,Godot/GraytailGodot/assets/ui/art21r2/minimap/ui_art21r2_minimap_hud_player_32.png,D6F3E53DE86328F2EBFA4AC87A6246E9E3C5D3482A4F3413DFA0D7B95F3F316E,sources/base/美术素材/blobs/d6/d6f3e53de86328f2ebfa4ac87a6246e9e3c5d3482a4f3413dfa0d7b95f3f316e.png,sources/draw/30_game_ready/icons/32/00_wanjia_dingwei.png,2,sources/art/ART-21R2/03_cut_output/minimap_hud/ui_art21r2_minimap_hud_player_32.png,internal_staged,art21r2_draw_cut_ready,art21r2.minimap.hud.player,scripts/ui/minimap/minimap_panel.gd,scripts/ui/minimap/minimap_panel.gd=>Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:26[asset_id=ui.art21r2.minimap.hud.player],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.minimap.hud.scanned,Godot/GraytailGodot/assets/ui/art21r2/minimap/ui_art21r2_minimap_hud_scanned_32.png,EF4D1A329BF06142B222079832DBABD2B89D90420EC2BACEECA40B910B2BD6A0,sources/base/美术素材/blobs/ef/ef4d1a329bf06142b222079832dbabd2b89d90420ec2baceeca40b910b2bd6a0.png,sources/draw/30_game_ready/icons/32/03_saomiao_ge.png,2,sources/art/ART-21R2/03_cut_output/minimap_hud/ui_art21r2_minimap_hud_scanned_32.png,internal_staged,art21r2_draw_cut_ready,art21r2.minimap.hud.scanned,scripts/ui/minimap/minimap_panel.gd,scripts/ui/minimap/minimap_panel.gd=>Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:24[asset_id=ui.art21r2.minimap.hud.scanned],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.action_strip,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_action_strip.png,C54CAFAD213C02F38073ADD7DA670800749682593FC38A841B0EB60DE91CAAAC,sources/base/美术素材/blobs/c5/c54cafad213c02f38073add7da670800749682593fc38a841b0eb60de91caaac.png,sources/art/ART-21R2/03_cut_output/modal_sections/ui_art21r2_modal_title_plate.png,2,sources/art/ART-21R2/03_cut_output/modal_sections/ui_art21r2_modal_action_strip.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.action_strip,scripts/ui/result/result_panel.gd; scripts/ui/map_overlay/map_overlay_panel.gd,scripts/ui/result/result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production];scripts/ui/map_overlay/map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:55[asset_id=ui.art21r2.modal.action_strip],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.button.danger,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_button_danger.png,341D90616A28BDFB5E4557FAB0CF69AAD9623DD037F78F52E924E0A456634D82,sources/base/美术素材/blobs/34/341d90616a28bdfb5e4557fab0cf69aad9623dd037f78f52e924e0a456634d82.png,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_danger.png,1,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_danger.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.button.danger,scripts/ui/inventory/inventory_panel.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:521[runtime_key=art21r2.modal.button.danger],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.button.primary,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_button_primary.png,8BEB048B8ED78658FB243B9C57BCA45C2038780449E96D788264384CAF3772B3,sources/base/美术素材/blobs/8b/8beb048b8ed78658fb243b9c57bca45c2038780449e96d788264384caf3772b3.png,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_primary.png,3,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_primary.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.button.primary,scripts/ui/inventory/inventory_panel.gd; scripts/ui/ground_loot/ground_loot_panel.gd; scripts/ui/result/result_panel.gd; scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production];scripts/ui/ground_loot/ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production];scripts/ui/result/result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production];scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],direct_token,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:519[runtime_key=art21r2.modal.button.primary],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
